segment_id language source channel segment_type speaker_id gender segment_len dialect mic_type phone_type
xbsb M 10200 A 30 3487 F 48.97 dial=E handset cellphone
xbsc E 16042 B 30 2898 M 38.28 dial=A headphone cellphone
xbsd E 16470 B 30 6852 F 53.49 dial=E handset cellphone
xbse E 11760 X1 1c 1300 M 320 dial=E - -
xbse E 11760 X2 1c 4898 M 320 dial=S - -
xbsf R 16259 A 10 8136 F 12.28 dial=R handset cordless_phone
xbsg E 10452 X1 1c 6674 M 320 dial=S - -
xbsg E 10452 X2 1c 4467 F 320 nontar - -
xbsh E 11627 X1 1c 3959 F 320 dial=R - -
xbsh E 11627 X2 1c 7253 F 320 nontar - -
xbsi E 12768 A 30 3685 F 37.74 dial=R handset cordless_phone
xbsj E 11266 X1 1c 5233 F 320 dial=S - -
xbsj E 11266 X2 1c 6436 F 320 dial=E - -
xbsk M 10843 A 30 2308 M 41.79 dial=M headphone cellphone
xbsl E 12441 A 1s 4217 M 320 dial=R handset regular_phone
xbsm E 13658 A 10 6446 M 13.66 dial=M handset regular_phone
xbsn E 10460 B 1s 8577 F 320 dial=E handset cellphone
xbso E 12989 B 30 2927 F 48.7 dial=E handset cellphone
xbsp E 13763 B 10 3140 F 36.49 dial=A headphone cordless_phone
xbsq E 10780 A 10 4206 M 9.52 dial=S handset cordless_phone
xbsr E 11998 A 10 1300 M 14.42 dial=E handset regular_phone
xbss E 14670 A 10 4506 M 10.83 dial=E handset cordless_phone
xbst E 10612 B 1s 8625 M 320 dial=M handset cordless_phone
xbsu E 12814 X1 1c 4287 F 320 nontar - -
xbsu E 12814 X2 1c 8598 F 320 dial=E - -
xbsv E 12369 B 30 8598 F 68.56 dial=E handset regular_phone
xbsw E 12210 X1 1c 3094 M 320 dial=M - -
xbsw E 12210 X2 1c 3550 F 320 dial=E - -
xbsx E 15584 B 1s 4269 F 320 dial=S handset regular_phone
xbsy E 14187 A 30 4330 M 62.49 dial=M spkr_phone regular_phone
xbsz E 12411 B 30 2898 M 32.51 dial=A headphone cellphone
xbta A 12632 X1 1c 8847 F 320 nontar - -
xbta A 12632 X2 1c 1577 M 320 dial=A - -
xbtb S 14616 A 1s 8835 F 320 dial=S handset cellphone
xbtc E 14295 B 30 4026 F 43.22 dial=E handset cordless_phone
xbtd E 11734 A 1s 2183 F 320 dial=E handset regular_phone
xbte E 15264 B 30 3926 M 50.54 dial=E handset cellphone
xbtf R 15139 A 1s 8815 F 320 dial=R handset regular_phone
xbtg E 10949 B 10 2175 F 12.11 dial=S handset regular_phone
xbth E 14820 X1 1c 6183 M 320 dial=M - -
xbth E 14820 X2 1c 7279 M 320 nontar - -
xbti E 10572 B 30 3922 F 39.03 dial=E handset regular_phone
xbtj E 15277 B 10 6436 F 8.27 dial=E handset regular_phone
xbtk R 15520 A 10 8815 F 12.62 dial=R handset cellphone
xbtl E 14062 B 1s 8367 F 320 dial=E handset cellphone
xbtm A 15054 B 1s 5203 M 320 dial=A handset cellphone
xbtn A 15944 B 1s 6747 F 320 dial=A spkr_phone cellphone
xbto E 10868 A 1s 8962 F 320 dial=M handset regular_phone
xbtp E 12896 B 30 7098 M 59.75 dial=M handset cellphone
xbtq A 11840 B 1s 4422 F 320 dial=A handset regular_phone
xbtr E 13757 X1 1c 6436 F 320 dial=E - -
xbtr E 13757 X2 1c 3140 F 320 dial=A - -
xbts E 11696 B 30 7593 M 32.62 dial=M handset regular_phone
xbtt E 11628 A 1s 3967 M 320 dial=S handset regular_phone
xbtu E 15989 B 30 6652 F 48.71 dial=A handset cordless_phone
xbtv E 10717 B 1s 5867 F 320 dial=E handset regular_phone
xbtw E 13723 A 10 5038 F 12.17 dial=S handset regular_phone
xbtx A 15469 B 30 5581 M 52.34 dial=A handset cellphone
xbty E 10642 A 30 3077 M 129.22 dial=E spkr_phone regular_phone
xbtz E 15554 B 10 8364 F 25.7 dial=R handset regular_phone
xbua E 15600 X1 1c 8581 F 320 nontar - -
xbua E 15600 X2 1c 7236 M 320 dial=R - -
xbub E 13566 A 30 7293 M 94.49 dial=A handset cordless_phone
xbuc E 11431 X1 1c 4637 F 320 nontar - -
xbuc E 11431 X2 1c 3370 F 320 dial=R - -
xbud E 13296 X1 1c 7191 M 320 dial=A - -
xbud E 13296 X2 1c 3001 M 320 nontar - -
xbue E 11074 A 10 6291 M 12.43 dial=A earbud cellphone
xbuf E 14215 A 1s 2451 F 320 dial=A handset regular_phone
xbug E 10761 X1 1c 3922 F 320 dial=E - -
xbug E 10761 X2 1c 1410 F 320 dial=S - -
xbuh E 11065 B 30 3304 F 92 dial=E handset regular_phone
xbui E 11306 A 10 1441 M 22.79 dial=E handset regular_phone
xbuj E 12785 B 30 3372 F 33.26 dial=S handset regular_phone
xbuk E 10445 B 1s 6348 F 320 dial=R handset regular_phone
xbul E 11446 B 30 8006 F 36.34 dial=M handset regular_phone
xbum E 12986 B 30 2414 F 47.96 dial=S handset cellphone
xbun A 16533 A 30 8075 F 32.33 dial=A handset cellphone
xbuo E 12896 B 10 7098 M 9.6 dial=M handset cellphone
xbup E 16009 X1 1c 5940 F 320 dial=R - -
xbup E 16009 X2 1c 8893 F 320 dial=A - -
xbuq R 13152 A 1s 3685 F 320 dial=R handset cellphone
xbur E 10780 A 30 4206 M 83.37 dial=S handset cordless_phone
xbus E 14265 A 10 4217 M 11.72 dial=R handset cellphone
xbut E 15277 B 30 6436 F 38.88 dial=E handset regular_phone
xbuu E 12472 B 10 6004 M 22.95 dial=M headphone regular_phone
xbuv E 10588 A 10 8125 M 16.32 dial=E handset cordless_phone
xbuw E 12223 A 1s 1289 F 320 dial=S handset regular_phone
xbux E 14894 B 30 4314 M 69.95 dial=A handset regular_phone
xbuy E 13807 X1 1c 8754 F 320 nontar - -
xbuy E 13807 X2 1c 6162 F 320 dial=R - -
xbuz M 10520 A 10 8625 M 17.8 dial=M handset cordless_phone
xbva E 14330 B 1s 7856 F 320 dial=R handset cellphone
xbvb A 12282 B 30 5172 F 46.86 dial=A handset cellphone
xbvc E 10657 B 30 6768 F 31.75 dial=E handset cordless_phone
xbvd E 10539 B 10 6756 M 18.93 dial=A handset regular_phone
xbve E 10654 B 30 8598 F 54.16 dial=E handset regular_phone
xbvf E 11848 X1 1c 3097 M 320 dial=E - -
xbvf E 11848 X2 1c 2159 M 320 dial=S - -
xbvg S 12007 B 30 8825 F 74.97 dial=S handset cellphone
xbvh M 12132 B 30 1832 F 63.54 dial=M handset regular_phone
xbvi E 15251 B 30 5748 F 29.34 dial=S spkr_phone cordless_phone
xbvj E 14684 A 10 5038 F 9.63 dial=S handset regular_phone
xbvk E 13793 A 1s 8112 F 320 dial=R handset regular_phone
xbvl E 12818 B 10 6935 M 11.44 dial=R handset cordless_phone
xbvm M 10843 B 1s 1014 F 320 dial=M spkr_phone regular_phone
xbvn E 16425 B 30 8075 F 31.39 dial=A handset cordless_phone
xbvo S 14046 B 1s 8835 F 320 dial=S handset cellphone
xbvp E 16401 A 30 3494 F 38.18 dial=S handset regular_phone
xbvq E 11766 B 1s 6572 F 320 dial=E handset regular_phone
xbvr M 13427 B 10 7172 F 13.87 dial=M headphone regular_phone
xbvs A 15050 X1 1c 6647 F 320 nontar - -
xbvs A 15050 X2 1c 5203 M 320 dial=A - -
xbvt E 11219 A 1s 3684 F 320 dial=E handset regular_phone
xbvu E 14684 A 30 5038 F 41.31 dial=S handset regular_phone
xbvv E 14314 X1 1c 5038 F 320 dial=S - -
xbvv E 14314 X2 1c 1983 F 320 nontar - -
xbvw E 11064 X1 1c 3681 F 320 dial=E - -
xbvw E 11064 X2 1c 5911 F 320 nontar - -
xbvx R 15139 B 1s 3430 M 320 dial=R handset regular_phone
xbvy E 12311 X1 1c 8367 F 320 dial=E - -
xbvy E 12311 X2 1c 7240 M 320 dial=S - -
xbvz E 12662 A 30 1014 F 32.78 dial=M handset regular_phone
xbwa E 16425 B 10 8075 F 9.54 dial=A handset cordless_phone
xbwb S 12718 B 30 4694 F 44.49 dial=S handset cordless_phone
xbwc E 13227 A 30 3633 F 95.23 dial=S handset regular_phone
xbwd A 15639 A 1s 5581 M 320 dial=A handset cellphone
xbwe E 16435 B 1s 5010 F 320 dial=A earbud cordless_phone
xbwf E 11239 X1 1c 4680 F 320 dial=E - -
xbwf E 11239 X2 1c 8962 F 320 dial=M - -
xbwg E 11480 A 30 6476 M 35.14 dial=S handset cellphone
xbwh E 11830 B 10 3097 M 14.68 dial=E headphone regular_phone
xbwi M 13927 B 30 6206 M 81.59 dial=M handset regular_phone
xbwj E 13678 B 10 5670 M 13.46 dial=M headphone regular_phone
xbwk E 13948 B 30 7191 M 57.41 dial=A earbud cordless_phone
xbwl E 12869 B 1s 3107 F 320 dial=M handset regular_phone
xbwm E 12649 B 10 5747 F 22.35 dial=S handset regular_phone
xbwn E 10566 B 30 3922 F 50.86 dial=E handset regular_phone
xbwo E 13795 B 10 1289 F 42.92 dial=S handset regular_phone
xbwp E 15106 B 10 5203 M 17.81 dial=A handset cellphone
xbwq E 13545 A 1s 8195 M 320 dial=M handset regular_phone
xbwr E 11039 B 1s 3885 M 320 dial=E handset cellphone
xbws E 10960 A 30 4206 M 59.57 dial=S handset cellphone
xbwt E 10854 B 10 4322 F 11.44 dial=E handset regular_phone
xbwu E 11064 A 30 3681 F 30.37 dial=E handset cellphone
xbwv E 10804 A 10 7078 M 18.9 dial=E handset regular_phone
xbww E 12753 B 10 8478 M 55.11 dial=A handset regular_phone
xbwx E 14205 B 1s 4685 F 320 dial=R earbud cellphone
xbwy E 10576 B 30 4419 M 30.1 dial=R handset regular_phone
xbwz E 11318 X1 1c 6380 M 320 dial=M - -
xbwz E 11318 X2 1c 6572 F 320 dial=E - -
xbxa E 12962 B 30 2285 F 47.72 dial=R earbud regular_phone
xbxb E 10749 B 30 4680 F 42.66 dial=E headphone regular_phone
xbxc E 11135 A 10 4680 F 11.29 dial=E headphone regular_phone
xbxd E 11852 B 1s 1526 F 320 dial=R handset cellphone
xbxe E 14060 A 10 1987 F 31.05 dial=R earbud cellphone
xbxf E 13730 B 30 6446 M 37.67 dial=M handset regular_phone
xbxg E 10752 B 30 1422 F 87.36 dial=S handset cellphone
xbxh E 10866 B 30 6557 F 32.24 dial=M handset cordless_phone
xbxi E 11609 B 1s 4598 M 320 dial=R handset regular_phone
xbxj E 13545 X1 1c 8195 M 320 dial=M - -
xbxj E 13545 X2 1c 5483 F 320 nontar - -
xbxk E 11441 A 10 8598 F 15.17 dial=E handset regular_phone
xbxl E 10276 A 30 8250 F 46.7 dial=S handset cellphone
xbxm E 12691 X1 1c 8376 M 320 nontar - -
xbxm E 12691 X2 1c 8625 M 320 dial=M - -
xbxn E 11321 A 10 4217 M 10.71 dial=R handset cellphone
xbxo R 12851 B 1s 2125 F 320 dial=R handset cellphone
xbxp E 12895 X1 1c 1638 M 320 nontar - -
xbxp E 12895 X2 1c 1577 M 320 dial=A - -
xbxq A 12813 A 30 2898 M 59.23 dial=A spkr_phone cordless_phone
xbxr E 10401 A 1s 7276 F 320 dial=S handset regular_phone
xbxs E 10262 B 10 7850 F 41.36 dial=A unknown unknown
xbxt E 11222 A 1s 8825 F 320 dial=S handset cordless_phone
xbxu E 10514 B 1s 3807 M 320 dial=R unknown unknown
xbxv E 11472 A 10 8006 F 21.95 dial=M handset regular_phone
xbxw R 16366 X1 1c 4372 M 320 dial=R - -
xbxw R 16366 X2 1c 4460 M 320 dial=R - -
xbxx E 11437 X1 1c 1832 F 320 dial=M - -
xbxx E 11437 X2 1c 6572 F 320 dial=E - -
xbxy E 11159 X1 1c 4011 F 320 dial=E - -
xbxy E 11159 X2 1c 5608 F 320 dial=E - -
xbxz E 10276 A 10 8250 F 11.29 dial=S handset cellphone
xbya E 14813 A 30 8367 F 38.69 dial=E handset cellphone
xbyb A 12777 A 30 1470 M 31.15 dial=A handset cellphone
xbyc E 12381 A 10 7293 M 10.51 dial=A handset cordless_phone
xbyd E 12780 B 30 2898 M 38.42 dial=A headphone cellphone
xbye E 10630 X1 1c 6476 M 320 dial=S - -
xbye E 10630 X2 1c 4708 M 320 dial=M - -
xbyf E 12592 X1 1c 4762 M 320 dial=S - -
xbyf E 12592 X2 1c 3684 F 320 dial=E - -
xbyg R 15520 A 1s 8815 F 320 dial=R handset cellphone
xbyh E 14212 B 1s 8624 F 320 dial=E handset regular_phone
xbyi E 12011 B 30 3550 F 31.72 dial=E handset regular_phone
xbyj E 14121 A 30 8640 M 29.28 dial=S handset regular_phone
xbyk E 15136 A 1s 3430 M 320 dial=R handset regular_phone
xbyl E 16251 X1 1c 4372 M 320 dial=R - -
xbyl E 16251 X2 1c 5010 F 320 dial=A - -
xbym E 16136 B 1s 8259 M 320 dial=E handset regular_phone
xbyn E 16130 B 30 6968 F 32.43 dial=A handset cellphone
xbyo E 12511 A 30 1645 F 42.06 dial=S handset cellphone
xbyp E 12766 A 10 1979 F 21.8 dial=E handset cellphone
xbyq E 11905 X1 1c 2363 M 320 dial=A - -
xbyq E 11905 X2 1c 6325 M 320 nontar - -
xbyr R 15497 B 30 3430 M 40.4 dial=R handset regular_phone
xbys E 11263 A 1s 1901 F 320 dial=M handset regular_phone
xbyt A 14407 X1 1c 3251 M 320 dial=A - -
xbyt A 14407 X2 1c 5811 M 320 dial=A - -
xbyu S 14616 A 10 8835 F 42.09 dial=S handset cellphone
xbyv E 12896 X1 1c 7626 F 320 nontar - -
xbyv E 12896 X2 1c 7098 M 320 dial=M - -
xbyw E 11682 X1 1c 4598 M 320 dial=R - -
xbyw E 11682 X2 1c 3906 F 320 dial=S - -
xbyx E 11492 B 10 1094 F 19.67 dial=E handset regular_phone
xbyy E 10068 B 1s 7341 F 320 dial=E handset regular_phone
xbyz E 10642 A 10 3077 M 73.46 dial=E spkr_phone regular_phone
xbza E 12716 B 30 7293 M 110.28 dial=A handset cordless_phone
xbzb S 13653 B 1s 5038 F 320 dial=S handset regular_phone
xbzc E 10687 X1 1c 7722 F 320 nontar - -
xbzc E 10687 X2 1c 6363 F 320 dial=E - -
xbzd E 12244 X1 1c 1645 F 320 dial=S - -
xbzd E 12244 X2 1c 4419 M 320 dial=R - -
xbze E 10657 X1 1c 5732 M 320 nontar - -
xbze E 10657 X2 1c 6768 F 320 dial=E - -
xbzf M 13413 A 10 6004 M 17.49 dial=M headphone regular_phone
xbzg E 11858 X1 1c 1733 F 320 dial=A - -
xbzg E 11858 X2 1c 3370 F 320 dial=R - -
xbzh E 12803 X1 1c 6056 F 320 nontar - -
xbzh E 12803 X2 1c 2159 M 320 dial=S - -
xbzi E 10280 B 30 4338 F 56.99 dial=S handset regular_phone
xbzj E 10665 B 10 3885 M 24.78 dial=E spkr_phone cellphone
xbzk E 12653 A 10 6171 F 24.16 dial=E handset regular_phone
xbzl R 14576 X1 1c 4217 M 320 dial=R - -
xbzl R 14576 X2 1c 7286 F 320 dial=R - -
xbzm E 16088 B 30 5221 F 62.63 dial=M earbud cordless_phone
xbzn E 12645 A 1s 1289 F 320 dial=S handset regular_phone
xbzo E 10994 B 1s 2265 F 320 dial=E handset cellphone
xbzp E 12704 B 10 3533 M 18.16 dial=A handset cellphone
xbzq E 15647 A 10 3689 F 38.43 dial=S handset cordless_phone
xbzr E 11860 X1 1c 4464 F 320 nontar - -
xbzr E 11860 X2 1c 3370 F 320 dial=R - -
xbzs E 12386 B 10 3906 F 45.41 dial=S handset regular_phone
xbzt E 14310 A 10 3094 M 11.92 dial=M handset cellphone
xbzu M 10557 A 10 2308 M 11.44 dial=M headphone cellphone
xbzv E 12753 B 30 8478 M 178.79 dial=A handset regular_phone
xbzw E 12800 X1 1c 7548 F 320 nontar - -
xbzw E 12800 X2 1c 3926 M 320 dial=E - -
xbzx E 10687 B 1s 6363 F 320 dial=E handset cellphone
xbzy M 13590 X1 1c 6874 M 320 nontar - -
xbzy M 13590 X2 1c 5670 M 320 dial=M - -
xbzz E 14598 X1 1c 7759 F 320 nontar - -
xbzz E 14598 X2 1c 8364 F 320 dial=R - -
xcaa E 12814 B 1s 8598 F 320 dial=E handset regular_phone
xcab R 16040 X1 1c 5452 F 320 nontar - -
xcab R 16040 X2 1c 7312 F 320 dial=R - -
xcac E 12783 B 10 5826 M 10.32 dial=E handset regular_phone
xcad A 14456 A 10 5811 M 9.99 dial=A handset cellphone
xcae E 16224 X1 1c 8215 F 320 nontar - -
xcae E 16224 X2 1c 4372 M 320 dial=R - -
xcaf A 14453 A 30 4314 M 98.63 dial=A handset regular_phone
xcag E 11814 A 30 7850 F 135.21 dial=A handset cordless_phone
xcah E 11760 A 30 1300 M 30.62 dial=E handset regular_phone
xcai E 15590 A 30 3430 M 62.84 dial=R handset regular_phone
xcaj A 15063 B 10 3251 M 10.38 dial=A handset cellphone
xcak E 15102 B 10 6375 F 17.12 dial=A handset cordless_phone
xcal E 12904 B 30 2933 F 52.47 dial=E handset regular_phone
xcam E 11986 B 30 1901 F 78.79 dial=M handset regular_phone
xcan E 16016 X1 1c 8263 F 320 nontar - -
xcan E 16016 X2 1c 5902 M 320 dial=R - -
xcao E 14117 B 10 7903 F 13.02 dial=R headphone regular_phone
xcap E 11031 B 1s 3903 F 320 dial=E handset cellphone
xcaq E 12980 X1 1c 2125 F 320 dial=R - -
xcaq E 12980 X2 1c 7031 M 320 dial=S - -
xcar E 10804 A 30 7078 M 49.76 dial=E handset regular_phone
xcas R 15860 X1 1c 4990 M 320 nontar - -
xcas R 15860 X2 1c 5902 M 320 dial=R - -
xcat E 14343 B 10 4011 F 10.47 dial=E handset cellphone
xcau E 10870 X1 1c 8598 F 320 dial=E - -
xcau E 10870 X2 1c 8962 F 320 dial=M - -
xcav R 15139 A 30 8815 F 38.03 dial=R handset regular_phone
xcaw E 11603 A 10 4598 M 49.12 dial=R handset regular_phone
xcax E 10363 B 10 5826 M 10.99 dial=E handset regular_phone
xcay E 11802 X1 1c 7420 M 320 dial=E - -
xcay E 11802 X2 1c 6004 M 320 dial=M - -
xcaz E 12215 B 30 3263 F 40.1 dial=E unknown unknown
xcba E 15121 A 1s 8344 F 320 dial=S handset regular_phone
xcbb S 12018 A 1s 6367 F 320 dial=S handset cellphone
xcbc A 14424 B 1s 4314 M 320 dial=A handset regular_phone
xcbd E 12441 X1 1c 4217 M 320 dial=R - -
xcbd E 12441 X2 1c 7729 M 320 nontar - -
xcbe E 15210 X1 1c 1983 F 320 nontar - -
xcbe E 15210 X2 1c 5581 M 320 dial=A - -
xcbf E 16203 B 30 8123 F 36.67 dial=A handset cordless_phone
xcbg E 11386 B 30 6768 F 62.64 dial=E handset cellphone
xcbh E 11563 B 1s 6040 F 320 dial=E handset regular_phone
xcbi E 11222 A 10 8825 F 10.47 dial=S handset cordless_phone
xcbj E 11446 B 1s 8006 F 320 dial=M handset regular_phone
xcbk M 13468 A 30 2983 F 59.4 dial=M handset cordless_phone
xcbl E 11954 B 30 4506 M 46.89 dial=E handset regular_phone
xcbm R 12859 X1 1c 4217 M 320 dial=R - -
xcbm R 12859 X2 1c 7286 F 320 dial=R - -
xcbn E 14164 X1 1c 3926 M 320 dial=E - -
xcbn E 14164 X2 1c 5888 F 320 dial=A - -
xcbo E 11841 B 10 3372 F 14.89 dial=S handset regular_phone
xcbp E 12138 B 1s 1832 F 320 dial=M handset regular_phone
xcbq E 10195 B 1s 6963 F 320 dial=E handset cordless_phone
xcbr S 12718 B 1s 4694 F 320 dial=S handset cordless_phone
xcbs A 13044 B 1s 1470 M 320 dial=A handset regular_phone
xcbt E 11096 A 10 6319 M 10.23 dial=M spkr_phone regular_phone
xcbu M 12422 X1 1c 8195 M 320 dial=M - -
xcbu M 12422 X2 1c 4781 F 320 dial=M - -
xcbv M 14912 X1 1c 1616 F 320 nontar - -
xcbv M 14912 X2 1c 3107 F 320 dial=M - -
xcbw S 13216 B 10 3783 F 9.59 dial=S handset regular_phone
xcbx E 12768 X1 1c 3685 F 320 dial=R - -
xcbx E 12768 X2 1c 6990 M 320 nontar - -
xcby S 12007 X1 1c 6732 F 320 dial=S - -
xcby S 12007 X2 1c 8825 F 320 dial=S - -
xcbz E 11149 B 30 1441 M 45.14 dial=E handset regular_phone
xcca S 13229 B 1s 4585 M 320 dial=S handset regular_phone
xccb E 12009 B 1s 1519 M 320 dial=M handset cordless_phone
xccc R 12859 B 30 7286 F 74.93 dial=R handset cellphone
xccd E 11876 A 10 7023 M 10.86 dial=E handset regular_phone
xcce E 14726 B 10 4606 F 10.19 dial=E handset cellphone
xccf E 10367 B 1s 3097 M 320 dial=E handset cordless_phone
xccg E 12926 B 30 2397 M 64.92 dial=M handset cellphone
xcch E 12125 A 1s 3550 F 320 dial=E handset regular_phone
xcci E 11397 B 30 1300 M 126.43 dial=E handset cellphone
xccj E 10603 X1 1c 2183 F 320 dial=E - -
xccj E 10603 X2 1c 4628 F 320 nontar - -
xcck M 10200 A 1s 3487 F 320 dial=E handset cellphone
xccl E 11318 A 1s 6380 M 320 dial=M spkr_phone regular_phone
xccm S 14633 X1 1c 7331 F 320 nontar - -
xccm S 14633 X2 1c 4202 F 320 dial=S - -
xccn E 12091 X1 1c 4856 F 320 dial=E - -
xccn E 12091 X2 1c 2162 F 320 dial=A - -
xcco E 12800 B 30 3926 M 52.45 dial=E handset regular_phone
xccp E 15620 X1 1c 4971 F 320 nontar - -
xccp E 15620 X2 1c 5125 M 320 dial=M - -
xccq E 10829 X1 1c 5891 F 320 nontar - -
xccq E 10829 X2 1c 7078 M 320 dial=E - -
xccr E 15672 B 30 6175 M 40.85 dial=M earbud regular_phone
xccs E 12322 X1 1c 8668 M 320 dial=E - -
xccs E 12322 X2 1c 7293 M 320 dial=A - -
xcct M 13918 A 1s 1148 F 320 dial=M handset cordless_phone
xccu E 10761 A 1s 3922 F 320 dial=E handset regular_phone
xccv E 12776 X1 1c 7657 M 320 dial=S - -
xccv E 12776 X2 1c 5910 F 320 dial=S - -
xccw E 15117 X1 1c 5826 M 320 dial=E - -
xccw E 15117 X2 1c 5748 F 320 dial=S - -
xccx E 10931 B 30 8668 M 32.44 dial=E handset regular_phone
xccy E 16033 B 1s 2450 M 320 dial=S handset regular_phone
xccz E 10399 X1 1c 8646 M 320 nontar - -
xccz E 10399 X2 1c 6363 F 320 dial=E - -
xcda E 15752 X1 1c 8898 M 320 dial=A - -
xcda E 15752 X2 1c 4330 M 320 dial=M - -
xcdb E 14769 B 30 4202 F 58.29 dial=S handset cordless_phone
xcdc E 11629 B 1s 4598 M 320 dial=R handset regular_phone
xcdd E 10775 B 1s 5172 F 320 dial=A handset cellphone
xcde A 13490 X1 1c 1420 M 320 nontar - -
xcde A 13490 X2 1c 1577 M 320 dial=A - -
xcdf E 12111 A 1s 1014 F 320 dial=M spkr_phone cordless_phone
xcdg E 11427 X1 1c 4598 M 320 dial=R - -
xcdg E 11427 X2 1c 1733 F 320 dial=A - -
xcdh A 12435 X1 1c 2906 M 320 nontar - -
xcdh A 12435 X2 1c 2162 F 320 dial=A - -
xcdi E 16425 X1 1c 3433 F 320 nontar - -
xcdi E 16425 X2 1c 8075 F 320 dial=A - -
xcdj E 13768 A 10 7312 F 12.21 dial=R earbud cellphone
xcdk E 14242 B 10 4585 M 11.71 dial=S handset cellphone
xcdl A 15280 B 10 2504 M 10.12 dial=A handset regular_phone
xcdm E 13761 B 10 8484 M 32 dial=S handset cellphone
xcdn E 11629 B 30 4598 M 107.75 dial=R handset regular_phone
xcdo E 11674 B 1s 8929 M 320 dial=E handset cordless_phone
xcdp E 11459 X1 1c 3783 F 320 dial=S - -
xcdp E 11459 X2 1c 4506 M 320 dial=E - -
xcdq E 14322 A 1s 2606 M 320 dial=R headphone regular_phone
xcdr E 14313 B 10 8800 F 9.98 dial=R handset cellphone
xcds S 12482 B 1s 3372 F 320 dial=S handset regular_phone
xcdt E 13676 B 10 5670 M 12.12 dial=M headphone regular_phone
xcdu E 10077 A 1s 5826 M 320 dial=E handset regular_phone
xcdv E 13004 A 10 3487 F 10.59 dial=E handset cellphone
xcdw E 15753 A 1s 5125 M 320 dial=M headphone cellphone
xcdx E 11671 A 1s 3370 F 320 dial=R handset regular_phone
xcdy E 10870 B 1s 8962 F 320 dial=M handset regular_phone
xcdz E 14605 B 10 3251 M 11.07 dial=A handset cellphone
xcea E 11211 B 1s 2864 F 320 dial=R handset cellphone
xceb E 14265 A 1s 4217 M 320 dial=R handset cellphone
xcec S 12961 B 30 2971 F 49.29 dial=S handset cordless_phone
xced E 12033 B 1s 5910 F 320 dial=S handset cellphone
xcee E 12865 B 30 3685 F 72.58 dial=R handset cordless_phone
xcef S 15262 X1 1c 6472 F 320 dial=S - -
xcef S 15262 X2 1c 5233 F 320 dial=S - -
xceg E 10401 A 30 7276 F 54.83 dial=S handset regular_phone
xceh E 11860 B 1s 3370 F 320 dial=R handset cellphone
xcei A 15073 B 30 6968 F 81.4 dial=A earbud cellphone
xcej E 13849 A 30 5826 M 31.29 dial=E handset regular_phone
xcek E 10971 X1 1c 6363 F 320 dial=E - -
xcek E 10971 X2 1c 5236 M 320 dial=S - -
xcel M 11201 B 1s 1014 F 320 dial=M handset regular_phone
xcem M 13610 B 30 5670 M 64.38 dial=M headphone regular_phone
xcen E 12160 X1 1c 7420 M 320 dial=E - -
xcen E 12160 X2 1c 4898 M 320 dial=S - -
xceo E 16009 A 1s 5940 F 320 dial=R handset cordless_phone
xcep E 12964 B 1s 2285 F 320 dial=R headphone cordless_phone
xceq E 11263 A 30 1901 F 48.38 dial=M handset regular_phone
xcer E 14669 A 30 2814 F 62.2 dial=E handset regular_phone
xces E 11237 X1 1c 6325 M 320 nontar - -
xces E 11237 X2 1c 2162 F 320 dial=A - -
xcet E 11357 X1 1c 6367 F 320 dial=S - -
xcet E 11357 X2 1c 8929 M 320 dial=E - -
xceu E 10437 A 1s z3432 M 320 dial=E handset regular_phone
xcev E 11623 X1 1c 6171 F 320 dial=E - -
xcev E 11623 X2 1c 4267 F 320 dial=E - -
xcew E 11262 B 30 3370 F 47.46 dial=R handset regular_phone
xcex E 16042 B 1s 2898 M 320 dial=A headphone cellphone
xcey A 13039 A 10 1470 M 10.91 dial=A handset regular_phone
xcez E 14702 B 10 8640 M 20.24 dial=S spkr_phone cordless_phone
xcfa E 14830 A 10 5038 F 27.24 dial=S handset cordless_phone
xcfb E 13035 B 10 6630 F 40.26 dial=R spkr_phone cordless_phone
xcfc E 16401 A 1s 3494 F 320 dial=S handset regular_phone
xcfd A 14483 A 1s 5811 M 320 dial=A handset regular_phone
xcfe E 12785 B 1s 3372 F 320 dial=S handset regular_phone
xcff A 15469 B 1s 5581 M 320 dial=A handset cellphone
xcfg E 14295 B 1s 4026 F 320 dial=E handset cordless_phone
xcfh E 12818 B 30 6935 M 41.5 dial=R handset cordless_phone
xcfi E 13789 B 10 7293 M 34.51 dial=A earbud cordless_phone
xcfj E 13685 B 30 5670 M 37 dial=M headphone regular_phone
xcfk E 10111 A 1s 2183 F 320 dial=E handset regular_phone
xcfl E 16136 X1 1c 4606 F 320 dial=E - -
xcfl E 16136 X2 1c 8259 M 320 dial=E - -
xcfm S 11473 A 30 2403 F 37.86 dial=S handset cordless_phone
xcfn E 10223 B 10 6363 F 11.73 dial=E handset cellphone
xcfo E 11291 B 30 7288 F 38.91 dial=R handset cellphone
xcfp E 11859 B 30 1495 F 37.97 dial=R spkr_phone cellphone
xcfq E 12783 B 1s 5826 M 320 dial=E handset regular_phone
xcfr E 10801 B 1s 6938 M 320 dial=S handset regular_phone
xcfs E 16003 A 30 8893 F 38.59 dial=A headphone cordless_phone
xcft E 11367 X1 1c 1909 F 320 dial=E - -
xcft E 11367 X2 1c 5925 M 320 nontar - -
xcfu E 12068 A 10 7023 M 38.24 dial=E handset regular_phone
xcfv E 12716 B 1s 7293 M 320 dial=A handset cordless_phone
